"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Creates and edits a suite, then verifies the updated suite appears","9003","Edit a test suite","UI Suite","Wed Jul 23 19:22:38 GMT 2025","passed","Wed Jul 23 19:22:47 GMT 2025","tests.ui.ProjectTest","UI Chrome Test","tests.ui.ProjectTest","checkEditSuite"
"Verify that a new project can be created","646","checkCreateProject","API Suite","Wed Jul 23 19:25:12 GMT 2025","passed","Wed Jul 23 19:25:13 GMT 2025","tests.api.ProjectAPITest","Tests with projects","tests.api.ProjectAPITest","checkCreateProject"
"Verify that all existing projects are returned","553","checkGetAllProjects","API Suite","Wed Jul 23 19:25:13 GMT 2025","passed","Wed Jul 23 19:25:14 GMT 2025","tests.api.ProjectAPITest","Tests with projects","tests.api.ProjectAPITest","checkGetAllProjects"
"Verify that a milestone can be successfully updated","898","checkUpdateMilestone","API Suite","Wed Jul 23 19:25:25 GMT 2025","passed","Wed Jul 23 19:25:26 GMT 2025","tests.api.MilestonesAPITest","Tests with Milistones","tests.api.MilestonesAPITest","checkUpdateMilestone"
"Verify that a defect can be successfully updated","1249","checkUpdateDefect","API Suite","Wed Jul 23 19:25:19 GMT 2025","passed","Wed Jul 23 19:25:21 GMT 2025","tests.api.DefectAPITest","Tests with Defects","tests.api.DefectAPITest","checkUpdateDefect"
"Creates a test case and verifies it exists on the project page","5731","Create test case","UI Suite","Wed Jul 23 19:23:37 GMT 2025","passed","Wed Jul 23 19:23:43 GMT 2025","tests.ui.ProjectTest","UI Firefox Test","tests.ui.ProjectTest","checkCreateTestCase"
"Creates a test case and verifies it exists on the project page","0","Create test case","UI Suite","Wed Jul 23 19:25:00 GMT 2025","skipped","Wed Jul 23 19:25:00 GMT 2025","tests.ui.ProjectTest","UI Edge Test","tests.ui.ProjectTest","checkCreateTestCase"
"Verify that a specific defect can be retrieved by its ID","947","checkGetDefect","API Suite","Wed Jul 23 19:25:18 GMT 2025","passed","Wed Jul 23 19:25:19 GMT 2025","tests.api.DefectAPITest","Tests with Defects","tests.api.DefectAPITest","checkGetDefect"
"Creates and edits a suite, then verifies the updated suite appears","1","Edit a test suite","UI Suite","Wed Jul 23 19:25:12 GMT 2025","skipped","Wed Jul 23 19:25:12 GMT 2025","tests.ui.ProjectTest","UI Edge Test","tests.ui.ProjectTest","checkEditSuite"
"Creates a suite named 'Smoke' and verifies it is created","1","Create a test suite","UI Suite","Wed Jul 23 19:24:48 GMT 2025","skipped","Wed Jul 23 19:24:48 GMT 2025","tests.ui.ProjectTest","UI Edge Test","tests.ui.ProjectTest","checkCreateSuite"
"Verify that a milestone is deleted successfully and returns 404 when accessed","947","checkDeleteMilestone","API Suite","Wed Jul 23 19:25:22 GMT 2025","passed","Wed Jul 23 19:25:22 GMT 2025","tests.api.MilestonesAPITest","Tests with Milistones","tests.api.MilestonesAPITest","checkDeleteMilestone"
"Verify that a defect can be created and has a valid ID","640","checkCreateDefect","API Suite","Wed Jul 23 19:25:14 GMT 2025","passed","Wed Jul 23 19:25:15 GMT 2025","tests.api.DefectAPITest","Tests with Defects","tests.api.DefectAPITest","checkCreateDefect"
"Creates and edits a suite, then verifies the updated suite appears","1","Edit a test suite","UI Suite","Wed Jul 23 19:23:58 GMT 2025","skipped","Wed Jul 23 19:23:58 GMT 2025","tests.ui.ProjectTest","UI Firefox Test","tests.ui.ProjectTest","checkEditSuite"
