"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9000","createSuiteAndCase","CrossBrowser Suite","Mon Jul 14 16:59:38 GMT 2025","passed","Mon Jul 14 16:59:47 GMT 2025","tests.ProjectTest","Firefox Test","tests.ProjectTest","createSuiteAndCase"
"","2","editSuite","CrossBrowser Suite","Mon Jul 14 16:59:06 GMT 2025","unknown","Mon Jul 14 16:59:06 GMT 2025","tests.ProjectTest","Chrome Test","tests.ProjectTest","editSuite"
"","0","editSuite","CrossBrowser Suite","Mon Jul 14 16:59:21 GMT 2025","unknown","Mon Jul 14 16:59:21 GMT 2025","tests.ProjectTest","Firefox Test","tests.ProjectTest","editSuite"
"","1","initPages","CrossBrowser Suite","Mon Jul 14 17:00:16 GMT 2025","failed","Mon Jul 14 17:00:16 GMT 2025","tests.ProjectTest","Edge Test","tests.ProjectTest","initPages"
"","0","editSuite","CrossBrowser Suite","Mon Jul 14 16:59:48 GMT 2025","unknown","Mon Jul 14 16:59:48 GMT 2025","tests.ProjectTest","Edge Test","tests.ProjectTest","editSuite"
"","1","createSuiteAndCase","CrossBrowser Suite","Mon Jul 14 17:00:16 GMT 2025","skipped","Mon Jul 14 17:00:16 GMT 2025","tests.ProjectTest","Edge Test","tests.ProjectTest","createSuiteAndCase"
"","7674","createSuiteAndCase","CrossBrowser Suite","Mon Jul 14 16:59:14 GMT 2025","passed","Mon Jul 14 16:59:21 GMT 2025","tests.ProjectTest","Chrome Test","tests.ProjectTest","createSuiteAndCase"
