"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Test Case & Suite Management","0","Test Case","2","1","User create a test case","0"
"0","","0","","5","0","","0"
"0","Test Case & Suite Management","2","","0","0","","0"
"0","Test Case & Suite Management","0","Test Suite","2","1","User create a suite","0"
"0","Test Case & Suite Management","0","Test Suite","1","2","User edit an existing suite","0"
