"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6832","checkCreateTestCase","CrossBrowser Suite","Thu Jul 17 20:33:33 GMT 2025","passed","Thu Jul 17 20:33:40 GMT 2025","tests.ProjectTest","Chrome Test","tests.ProjectTest","checkCreateTestCase"
"","6701","checkCreateTestCase","CrossBrowser Suite","Thu Jul 17 20:35:55 GMT 2025","passed","Thu Jul 17 20:36:02 GMT 2025","tests.ProjectTest","Edge Test","tests.ProjectTest","checkCreateTestCase"
"","10487","checkEditSuite","CrossBrowser Suite","Thu Jul 17 20:34:53 GMT 2025","passed","Thu Jul 17 20:35:04 GMT 2025","tests.ProjectTest","Firefox Test","tests.ProjectTest","checkEditSuite"
"","7565","checkCreateTestCase","CrossBrowser Suite","Thu Jul 17 20:34:38 GMT 2025","passed","Thu Jul 17 20:34:46 GMT 2025","tests.ProjectTest","Firefox Test","tests.ProjectTest","checkCreateTestCase"
"","10216","checkEditSuite","CrossBrowser Suite","Thu Jul 17 20:36:06 GMT 2025","passed","Thu Jul 17 20:36:16 GMT 2025","tests.ProjectTest","Edge Test","tests.ProjectTest","checkEditSuite"
"","6919","checkCreateSuite","CrossBrowser Suite","Thu Jul 17 20:35:44 GMT 2025","passed","Thu Jul 17 20:35:51 GMT 2025","tests.ProjectTest","Edge Test","tests.ProjectTest","checkCreateSuite"
"","6922","checkCreateSuite","CrossBrowser Suite","Thu Jul 17 20:34:24 GMT 2025","passed","Thu Jul 17 20:34:31 GMT 2025","tests.ProjectTest","Firefox Test","tests.ProjectTest","checkCreateSuite"
"","6881","checkCreateSuite","CrossBrowser Suite","Thu Jul 17 20:33:22 GMT 2025","passed","Thu Jul 17 20:33:29 GMT 2025","tests.ProjectTest","Chrome Test","tests.ProjectTest","checkCreateSuite"
"","13138","checkEditSuite","CrossBrowser Suite","Thu Jul 17 20:33:44 GMT 2025","passed","Thu Jul 17 20:33:57 GMT 2025","tests.ProjectTest","Chrome Test","tests.ProjectTest","checkEditSuite"
