"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","initPages","CrossBrowser Suite","Thu Jul 17 20:31:56 GMT 2025","broken","Thu Jul 17 20:31:56 GMT 2025","tests.ProjectTest","Firefox Test","tests.ProjectTest","initPages"
"","0","checkCreateSuite","CrossBrowser Suite","Thu Jul 17 20:32:05 GMT 2025","skipped","Thu Jul 17 20:32:05 GMT 2025","tests.ProjectTest","Edge Test","tests.ProjectTest","checkCreateSuite"
"","0","initPages","CrossBrowser Suite","Thu Jul 17 20:32:05 GMT 2025","broken","Thu Jul 17 20:32:05 GMT 2025","tests.ProjectTest","Edge Test","tests.ProjectTest","initPages"
"","1","checkCreateTestCase","CrossBrowser Suite","Thu Jul 17 20:31:56 GMT 2025","skipped","Thu Jul 17 20:31:56 GMT 2025","tests.ProjectTest","Firefox Test","tests.ProjectTest","checkCreateTestCase"
"","0","checkEditSuite","CrossBrowser Suite","Thu Jul 17 20:31:56 GMT 2025","skipped","Thu Jul 17 20:31:56 GMT 2025","tests.ProjectTest","Firefox Test","tests.ProjectTest","checkEditSuite"
"","0","checkCreateTestCase","CrossBrowser Suite","Thu Jul 17 20:32:05 GMT 2025","skipped","Thu Jul 17 20:32:05 GMT 2025","tests.ProjectTest","Edge Test","tests.ProjectTest","checkCreateTestCase"
"","0","checkCreateTestCase","CrossBrowser Suite","Thu Jul 17 20:31:54 GMT 2025","skipped","Thu Jul 17 20:31:54 GMT 2025","tests.ProjectTest","Chrome Test","tests.ProjectTest","checkCreateTestCase"
"","0","checkEditSuite","CrossBrowser Suite","Thu Jul 17 20:32:05 GMT 2025","skipped","Thu Jul 17 20:32:05 GMT 2025","tests.ProjectTest","Edge Test","tests.ProjectTest","checkEditSuite"
"","0","checkCreateSuite","CrossBrowser Suite","Thu Jul 17 20:31:56 GMT 2025","skipped","Thu Jul 17 20:31:56 GMT 2025","tests.ProjectTest","Firefox Test","tests.ProjectTest","checkCreateSuite"
"","2","initPages","CrossBrowser Suite","Thu Jul 17 20:31:54 GMT 2025","broken","Thu Jul 17 20:31:54 GMT 2025","tests.ProjectTest","Chrome Test","tests.ProjectTest","initPages"
"","1","checkCreateSuite","CrossBrowser Suite","Thu Jul 17 20:31:54 GMT 2025","skipped","Thu Jul 17 20:31:54 GMT 2025","tests.ProjectTest","Chrome Test","tests.ProjectTest","checkCreateSuite"
"","0","checkEditSuite","CrossBrowser Suite","Thu Jul 17 20:31:54 GMT 2025","skipped","Thu Jul 17 20:31:54 GMT 2025","tests.ProjectTest","Chrome Test","tests.ProjectTest","checkEditSuite"
