"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","initPages","CrossBrowser Suite","Mon Jul 14 18:49:20 GMT 2025","broken","Mon Jul 14 18:49:20 GMT 2025","tests.ProjectTest","Edge Test","tests.ProjectTest","initPages"
"","11093","editSuite","CrossBrowser Suite","Mon Jul 14 18:45:48 GMT 2025","passed","Mon Jul 14 18:45:59 GMT 2025","tests.ProjectTest","Chrome Test","tests.ProjectTest","editSuite"
"","5857","createSuiteAndCase","CrossBrowser Suite","Mon Jul 14 18:45:37 GMT 2025","passed","Mon Jul 14 18:45:43 GMT 2025","tests.ProjectTest","Chrome Test","tests.ProjectTest","createSuiteAndCase"
"","1","createSuiteAndCase","CrossBrowser Suite","Mon Jul 14 18:49:20 GMT 2025","skipped","Mon Jul 14 18:49:20 GMT 2025","tests.ProjectTest","Edge Test","tests.ProjectTest","createSuiteAndCase"
"","11251","editSuite","CrossBrowser Suite","Mon Jul 14 18:46:55 GMT 2025","passed","Mon Jul 14 18:47:06 GMT 2025","tests.ProjectTest","Firefox Test","tests.ProjectTest","editSuite"
"","0","editSuite","CrossBrowser Suite","Mon Jul 14 18:49:20 GMT 2025","skipped","Mon Jul 14 18:49:20 GMT 2025","tests.ProjectTest","Edge Test","tests.ProjectTest","editSuite"
"","6646","createSuiteAndCase","CrossBrowser Suite","Mon Jul 14 18:46:40 GMT 2025","passed","Mon Jul 14 18:46:47 GMT 2025","tests.ProjectTest","Firefox Test","tests.ProjectTest","createSuiteAndCase"
